created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url,,,,,,,,,
"Thu Jan 18 04:21:37 +0000 2024;1747836618122408409;""@indikatorcoid @BurhanMuhtadi Ok gak papa prabowo mentok 43% anies 30% ganjar 24%.. Error 3%... Putaran kedua prabowo vs anies... Terima kasih pk ganjar..."";0;0;0;0;in;1634242075985342467;1747792042682667246;AndaruWidy;https://twitter.com/AndaruWidy/status/1747836618122408409",,,,,,,,,
"Thu Jan 18 04:19:03 +0000 2024;1747835971914301775;""lucu banget misal ada orang yang nanya jalan terus kita jelasinnya pake patokan baliho capres atau caleg 😂 ""Lu lurus nanti ada anies amin disebelah kiri lu belok aja"," ntar ketemu perempatan ambil kanan yang ada baliho Prabowo Gibran. nah ntar rumahnya yang ada baliho ganjar wkwk"";0;0;0;0;in;263072644;1747835971914301775;veckyorghia;https://twitter.com/veckyorghia/status/1747835971914301775",,,,,,,,
"Thu Jan 18 04:17:10 +0000 2024;1747835496133538145;""@JokoHQ Karena Prabowo sudah pasti menang", namun tidak satu putaran sebaiknya 02 menyumbangkan suaranya buat Gajar," bagaimanapun lebih baik punya presiden Prabowo/Ganjar daripada Anies"";0;0;0;0;in;1206967736;1747827910759874567;_GarudaHitam_;https://twitter.com/_GarudaHitam_/status/1747835496133538145",,,,,,,
"Thu Jan 18 04:13:56 +0000 2024;1747834685772976475;""Rilis survey terbaru Indikator simulasi 3 nama:  Prabowo &amp  Anies menguat Ganjar stagnan."";1;0;0;2;in;235931838;1747834685772976475;kangdede78;https://twitter.com/kangdede78/status/1747834685772976475",,,,,,,,,
"Thu Jan 18 04:07:35 +0000 2024;1747833087608975453;""GAK BAHAYA TAH? Tionghoa siap mendukung AMIN pada pilpres 2024.  #AMINAjaDulu #AniesBaswedan #Prabowo #Ganjar #Gibran #Mahdud #CakImin #AniesBaswedanForPresident #AniesMuhaimin2024 #AniesBubble #AbahAnies #AniesForPresidentRI2024 #SpotAbahAnies  #KPK  https://t.co/ft745eKuhy"";0;0;0;0;in;1731942523986485248;1747833087608975453;aniesmuhaimin1;https://twitter.com/aniesmuhaimin1/status/1747833087608975453",,,,,,,,,
"Thu Jan 18 04:03:58 +0000 2024;1747832176018899330;""@indikatorcoid JATENG (tanpa DIY) Prabowo Gibran 41.4%  Wow! Ganjar Mahfud   42.4%  Anies Muhaimin 10.1%"";0;0;0;0;in;138030050;1747822036125429914;Elsia_CChaidir;https://twitter.com/Elsia_CChaidir/status/1747832176018899330",,,,,,,,,
"Thu Jan 18 04:03:21 +0000 2024;1747832020003438832;""Janji Capres Berantas Korupsi", Anies: Koruptor Dimiskinkan, Ganjar sebut Independensi KPK," Prabowo?  #Pilpres2024 #berantaskorupsi #KPK #Anies #Prabowo #Ganjar  https://t.co/qLlTEpNKcC lewat @tribunkaltim"";0;0;0;0;in;103551225;1747832020003438832;tribunkaltim;https://twitter.com/tribunkaltim/status/1747832020003438832",,,,,,
"Thu Jan 18 04:03:06 +0000 2024;1747831957487333656;""""Ngapain saya nangisin orang kaya", harusnya saya nagisin kehidup saya, dong! Pak Prabowo hanya didesak sama Pak Anies dan Pak Ganjar," saya didesak kehidupan."" Ngakakkk😂  #AniesMuhaimin2024 https://t.co/yP5W6JHjwD"";2;1;15;18;in;1402822732505518081;1747831957487333656;mapedos01;https://twitter.com/mapedos01/status/1747831957487333656",,,,,,
"Thu Jan 18 04:02:29 +0000 2024;1747831803665326097;""FOTO: Janji Integritas Antikorupsi Anies", Ganjar," dan Prabowo di KPK https://t.co/MFFVtEd7Tk"";0;1;0;0;in;17128975;1747831803665326097;CNNIndonesia;https://twitter.com/CNNIndonesia/status/1747831803665326097",,,,,,,
"Thu Jan 18 04:00:33 +0000 2024;1747831313942622401;""Kalo buka X", orang kebanyakan ngebash Prabowo dan menjunjung tinggi Anies.  Tapi kalo buka Instagram &amp  Tiktok orang kebanyakan ngedukung Probowo &amp  ngebash Anies 😂  Ini yg gak terlalu dihype banget sih Ganjar," tapi sekalinya ada postingan tentang dia juga bukan yang baik baik"";0;0;0;0;in;1001574960;1747831313942622401;DizaRetha;https://twitter.com/DizaRetha/status/1747831313942622401",,,,,,,
"Thu Jan 18 03:57:34 +0000 2024;1747830566081442070;""Uluran Tangan Prabowo Disambut Anies"," Ganjar Ajak Capres Cawapres Foto Bareng https://t.co/tbiW0jjds4"";0;1;0;1;in;456426648;1747830566081442070;merdekadotcom;https://twitter.com/merdekadotcom/status/1747830566081442070",,,,,,,,
"Thu Jan 18 03:55:14 +0000 2024;1747829977549090963;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/f9klJO5zMQ"";0;0;0;0;in;1737767234737762304;1747829977549090963;KolbyAlexa54922;https://twitter.com/KolbyAlexa54922/status/1747829977549090963",,,,,,,,,
"Thu Jan 18 03:55:12 +0000 2024;1747829971593101367;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/xyMGEFE6qh"";1;0;0;0;in;1720440775345848320;1747829971593101367;AbbottFors64470;https://twitter.com/AbbottFors64470/status/1747829971593101367",,,,,,,,,
"Thu Jan 18 03:55:12 +0000 2024;1747829971236638853;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/l5lHTApfwG"";1;0;0;0;in;1720440793092050944;1747829971236638853;HogarthSto49462;https://twitter.com/HogarthSto49462/status/1747829971236638853",,,,,,,,,
"Thu Jan 18 03:55:12 +0000 2024;1747829971207262635;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/1SfB9XWvOu"";1;0;0;0;in;1720440801207959552;1747829971207262635;CasandraSh70052;https://twitter.com/CasandraSh70052/status/1747829971207262635",,,,,,,,,
"Thu Jan 18 03:54:46 +0000 2024;1747829859118891062;""LANJUTAN ... Sulawesi dan Maluku – Papua"," Anies – Muhaimin menguat. Sementara Prabowo – Gibran dan Ganjar Mahfud melemah. https://t.co/Q0GlAq9Lwl"";2;1;1;5;in;1379088229;1747822036125429914;indikatorcoid;https://twitter.com/indikatorcoid/status/1747829859118891062",,,,,,,,
"Thu Jan 18 03:54:45 +0000 2024;1747829856002527676;""LANJUTAN ... Bali – Nusa", Prabowo - Gibran melemah, Ganjar – Mahfud stagnan, dan Anies – Muhaimin masih jauh tertinggal. Kalimantan, fluktuasinya juga sangat besar tapi Prabowo – Gibran masih unggul, Ganjar – Mahfud menguat," dan Anies – Muhaimin menurun. https://t.co/Hcp99EG9Lz"";0;2;1;3;in;1379088229;1747822036125429914;indikatorcoid;https://twitter.com/indikatorcoid/status/1747829856002527676",,,
"Thu Jan 18 03:54:44 +0000 2024;1747829852827496781;""LANJUTAN ... Jateng", Ganjar – Mahfud dan Prabowo – Gibran berhimpit. Sementara Anies – Muhaimin stagana. Jawa Timur, Prabowo – Gibran melemah," Anies – Muhaimin menguat dan Ganjar – Mahfud stagnan. https://t.co/yXQSz3lE33"";5;2;3;5;in;1379088229;1747822036125429914;indikatorcoid;https://twitter.com/indikatorcoid/status/1747829852827496781",,,,,,
"Thu Jan 18 03:54:43 +0000 2024;1747829849769787648;""LANJUTAN ... DKI Jakarta", Prabowo – Gibran mendekati Anies – Muhaimin sementara Ganjar – Mahfud melemah. Jawa Barat, Prabowo – Gibran menguat, Ganjar –Mahfud stagnan," dan Anies – Muhaimin melemah. https://t.co/eBrrCj3E8G"";1;1;3;6;in;1379088229;1747822036125429914;indikatorcoid;https://twitter.com/indikatorcoid/status/1747829849769787648",,,,,
"Thu Jan 18 03:54:43 +0000 2024;1747829846640939407;""TREN 3 PASANGAN MENURUT WILAYAH [Sebelum 27 Oktober", Simulasi Tanpa Pasangan] Sumatera, Prabowo – Gibran dan Anies – Muhaimin menguat, Ganjar – Mahfud menurun. Banten, Prabowo – Gibran dan Anies – Muhaimin turun," Ganjar – Mahfud menguat. https://t.co/pJudOm8yIM"";0;1;1;3;in;1379088229;1747822036125429914;indikatorcoid;https://twitter.com/indikatorcoid/status/1747829846640939407",,,,
"Thu Jan 18 03:54:38 +0000 2024;1747829828085289289;""TREN 3 PASANGAN MENURUT AGAMA [Sebelum 27 Oktober", Simulasi Tanpa Pasangan] Anies – Muhaimin menguat, Prabowo – Gibran stagnan," sementara Ganjar – Mahfud melemah pada basis muslim. https://t.co/4GHSZFcOtE"";0;1;2;4;in;1379088229;1747822036125429914;indikatorcoid;https://twitter.com/indikatorcoid/status/1747829828085289289",,,,,,
"Thu Jan 18 03:54:37 +0000 2024;1747829822016061652;""TREN 3 PASANGAN PADA BASIS USIA/GENERASI [Sebelum 27 Oktober", Simulasi Tanpa Pasangan] Prabowo – Gibran menguat di Gen Z, Anies - Muhaimin menguat di Millenials," sementara Ganjar – Mahfud melemah. https://t.co/lU2jALuXOC"";2;1;6;5;in;1379088229;1747822036125429914;indikatorcoid;https://twitter.com/indikatorcoid/status/1747829822016061652",,,,,,
"Thu Jan 18 03:54:31 +0000 2024;1747829795810132409;""STABILITAS DUKUNGAN 3 PASANGAN Basis pendukung kuat (kecil kemungkinan mengubah pilihan) lebih banyak pada basis Anies-Muhaimin",84.90%," sementara basis kuat Prabowo-Gibran 82.6% dan Ganjar-Mahfud 83.1%. https://t.co/ApeSgWHzQw"";1;1;0;2;in;1379088229;1747822036125429914;indikatorcoid;https://twitter.com/indikatorcoid/status/1747829795810132409",,,,,,,
"Thu Jan 18 03:54:29 +0000 2024;1747829789371875609;""SIMULASI 3 PASANGAN Prabowo-Gibran unggul signifikan dari Anies-Muhaimin dan Ganjar-Mahfud. Di akhir tahun 2023", Prabowo – Gibran trennya menguat, Anies – Muhaimin relatif stagnan," dan Ganjar – Mahfud cenderung menurun. https://t.co/1m2k6ad2rQ"";19;2;18;25;in;1379088229;1747822036125429914;indikatorcoid;https://twitter.com/indikatorcoid/status/1747829789371875609",,,,,,
"Thu Jan 18 03:50:45 +0000 2024;1747828851038703952;""👒  Ganjar Mahfud Hebat #3GM #Coblos3 #DuluJokowiSekarangGanjar #GanjarMahfud2024 Kualitas ini membawa Prabowo meraih ... menyatakan bahwa dalam debat bersama Anies dan "," Menteri Pertahanan menunjukkan kejujuran dan ketepatan dalam..."" bersih kuatkanKPK Mahfud MD\"";0;0;0;0;in;849119515;1747828851038703952;guilloaug;https://twitter.com/guilloaug/status/1747828851038703952",,,,,,,,
"Thu Jan 18 03:50:28 +0000 2024;1747828778137682036;""@NOTASLIMBOY Gue yg yakin utk tetap abstain aja bisa menilai dalam 2 debat resmi capres kemarin Prabowo paling berantakan argumentasinya. Anies main aman dan Ganjar memilih konfrontasi terbuka. Sejauh ini memang baru Anies yg strategi kampanyenya meyakinkan. Ganjar terlalu sibuk menyerang lwn"";0;0;0;0;in;1187034724239171584;1747519888380612693;i_steal_ur_meme;https://twitter.com/i_steal_ur_meme/status/1747828778137682036",,,,,,,,,
"Thu Jan 18 03:50:10 +0000 2024;1747828704099578129;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/bpfCuZSIKy"";0;0;0;0;in;1720440477223108608;1747828704099578129;BehrensMcm10360;https://twitter.com/BehrensMcm10360/status/1747828704099578129",,,,,,,,,
"Thu Jan 18 03:50:10 +0000 2024;1747828703998996763;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/I9hQ26POfU"";0;0;0;0;in;1720440854949560321;1747828703998996763;CallanderT48433;https://twitter.com/CallanderT48433/status/1747828703998996763",,,,,,,,,
"Thu Jan 18 03:45:13 +0000 2024;1747827456981991735;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/hlfXPd4Hm2"";0;0;0;0;in;1737765420705140736;1747827456981991735;CantuAidan42400;https://twitter.com/CantuAidan42400/status/1747827456981991735",,,,,,,,,
"Thu Jan 18 03:45:12 +0000 2024;1747827450929652131;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/HMFlmQrNhB"";0;0;0;0;in;1720440935849263104;1747827450929652131;ChefIzumi34020;https://twitter.com/ChefIzumi34020/status/1747827450929652131",,,,,,,,,
"Thu Jan 18 03:44:57 +0000 2024;1747827388317311145;""@dhofkr @bludboth @saltykittenz @IchaVarma @gadjahberlari @larrybannpm ya emang gw jawab", biar lu ngerti. karena lu goblok dan ga ngerti klo itu pelaporan dana kampanye awal.  ga mungkin ada partai nyapres, dana kampanye cuma 1-2M. mau itu dari kubu prabowo, anies atau ganjar.   ubah aja ID lu jadi PENIS," pecinta anies."";0;0;0;0;in;1118441726836797440;1747430584350322751;SiKebongce;https://twitter.com/SiKebongce/status/1747827388317311145",,,,,
"Thu Jan 18 03:40:13 +0000 2024;1747826198900580813;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/joBVoJkQwY"";0;0;0;0;in;1737767863136497665;1747826198900580813;NadiaReyno30724;https://twitter.com/NadiaReyno30724/status/1747826198900580813",,,,,,,,,
"Thu Jan 18 03:40:13 +0000 2024;1747826198854443372;""Anies Baswedan dan Prabowo punya wawasan"," tapi Ganjar Pranowo punya prestasi nyata yang bisa dilihat. Pilih pemimpin berdasarkan hasil kerja. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/C0sy4X09O2"";0;0;0;0;in;1737767234737762304;1747826198854443372;KolbyAlexa54922;https://twitter.com/KolbyAlexa54922/status/1747826198854443372",,,,,,,,
"Thu Jan 18 03:40:12 +0000 2024;1747826192617525284;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/PrfrIaausL"";0;0;0;0;in;1720440950181224448;1747826192617525284;IngeborgL99539;https://twitter.com/IngeborgL99539/status/1747826192617525284",,,,,,,,,
"Thu Jan 18 03:40:12 +0000 2024;1747826192596488644;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/fkAN9w0F9t"";0;0;0;0;in;1720440353210150912;1747826192596488644;KemperSept81900;https://twitter.com/KemperSept81900/status/1747826192596488644",,,,,,,,,
"Thu Jan 18 03:40:12 +0000 2024;1747826192554639568;""Anies Baswedan dan Prabowo punya wawasan"," tapi Ganjar Pranowo punya prestasi nyata yang bisa dilihat. Pilih pemimpin berdasarkan hasil kerja. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/TJGEXHnOtn"";0;0;0;0;in;1720440775345848320;1747826192554639568;AbbottFors64470;https://twitter.com/AbbottFors64470/status/1747826192554639568",,,,,,,,
"Thu Jan 18 03:40:11 +0000 2024;1747826192512589897;""Anies Baswedan dan Prabowo punya wawasan"," tapi Ganjar Pranowo punya prestasi nyata yang bisa dilihat. Pilih pemimpin berdasarkan hasil kerja. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/EF4xx3YimD"";0;0;0;0;in;1720440793092050944;1747826192512589897;HogarthSto49462;https://twitter.com/HogarthSto49462/status/1747826192512589897",,,,,,,,
"Thu Jan 18 03:40:11 +0000 2024;1747826192504287303;""Anies Baswedan dan Prabowo punya wawasan"," tapi Ganjar Pranowo punya prestasi nyata yang bisa dilihat. Pilih pemimpin berdasarkan hasil kerja. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/amKFdynMYL"";0;0;0;0;in;1720440801207959552;1747826192504287303;CasandraSh70052;https://twitter.com/CasandraSh70052/status/1747826192504287303",,,,,,,,
"Thu Jan 18 03:39:49 +0000 2024;1747826096115241051;""TREN 3 NAMA Prabowo dan Anies menguat"," sementara Ganjar terus menurun. https://t.co/aidrIkKKoO"";19;3;17;17;in;1379088229;1747822036125429914;indikatorcoid;https://twitter.com/indikatorcoid/status/1747826096115241051",,,,,,,,
"Thu Jan 18 03:39:07 +0000 2024;1747825920671666471;""Ingat!!! berbeda Pilihan itu wajar banget", Jangan saling menjatuhkan dan harus saling menghargai pilihan sesama. Entah itu Anies, Prabowo, ataupun Ganjar capresnya," Tapi jangan lupa untuk Pelatihan Kerjanya di Tahun 2024 Mairodi Training aja  source gambar:https://t.co/FxyIH9ss65 https://t.co/lD5rtV5IGP"";0;0;0;1;in;327267302;1747825920671666471;mairoditraining;https://twitter.com/mairoditraining/status/1747825920671666471",,,,,
"Thu Jan 18 03:39:01 +0000 2024;1747825898135364079;""🗜  Ganjar Mahfud Hebat #3GM #Coblos3 #DuluJokowiSekarangGanjar \'a0tempodotco Meskipun Prabowo Subianto dan Mahfud MD mendukung proyek tersebut"," saya lebih mempercayai analisis Anies Baswedan terkait dampaknya. bersih kuatkanKPK Mahfud MD\"";0;0;0;0;in;236490792;1747825898135364079;angelameng55;https://twitter.com/angelameng55/status/1747825898135364079",,,,,,,,
"Thu Jan 18 03:38:42 +0000 2024;1747825818468790645;""🦈  Ganjar Mahfud Hebat #3GM #Coblos3 #DuluJokowiSekarangGanjar \'a0LanjutGan\'a0 OposisiCerdas: Rate Debat Capres Perdana", Akademisi: Anies 9,"  Minus dan Prabowo Tak Nyambung https://t.co/Wsj2IBiPUR\'85 bersih kuatkanKPK Mahfud MD\"";0;0;0;0;in;2395174926;1747825818468790645;amarakgrace;https://twitter.com/amarakgrace/status/1747825818468790645",,,,,,,
"Thu Jan 18 03:38:21 +0000 2024;1747825727612088342;""SIMULASI 3 NAMA Prabowo unggul signifikan dari Anies dan Ganjar. https://t.co/K0QLqOV0Q2"";12;2;18;28;in;1379088229;1747822036125429914;indikatorcoid;https://twitter.com/indikatorcoid/status/1747825727612088342",,,,,,,,,
"Thu Jan 18 03:37:58 +0000 2024;1747825630799147016;""@GL_Filosufi entahlah bang. saya entah kenapa yakin kalau situasinya begini terus. anies bakal menang tipis putaran pertama dengan selisih 51+ masalahnya antara suara prabowo dan ganjar itu saling kanibal . beda sama ceruk anies yang fleksibel..."";0;0;0;1;in;1664876228401303554;1747822924575441150;aniblogsan52394;https://twitter.com/aniblogsan52394/status/1747825630799147016",,,,,,,,,
"Thu Jan 18 03:36:39 +0000 2024;1747825300321468428;""TREN TOP OF MIND Prabowo dan Anies menguat"," Ganjar stagnan. https://t.co/O1TQVWSD7A"";1;1;5;6;in;1379088229;1747822036125429914;indikatorcoid;https://twitter.com/indikatorcoid/status/1747825300321468428",,,,,,,,
"Thu Jan 18 03:35:10 +0000 2024;1747824928714354850;""Anies Baswedan dan Prabowo punya wawasan"," tapi Ganjar Pranowo punya prestasi nyata yang bisa dilihat. Pilih pemimpin berdasarkan hasil kerja. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/IRcrsLM0Ma"";0;0;0;0;in;1720440477223108608;1747824928714354850;BehrensMcm10360;https://twitter.com/BehrensMcm10360/status/1747824928714354850",,,,,,,,
"Thu Jan 18 03:35:10 +0000 2024;1747824928705904786;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/tqtLhJpbTL"";0;0;0;0;in;1720440435154329600;1747824928705904786;ClaypoolP75688;https://twitter.com/ClaypoolP75688/status/1747824928705904786",,,,,,,,,
"Thu Jan 18 03:35:10 +0000 2024;1747824928592663010;""Anies Baswedan dan Prabowo punya wawasan"," tapi Ganjar Pranowo punya prestasi nyata yang bisa dilihat. Pilih pemimpin berdasarkan hasil kerja. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/t6yzZb19NC"";0;0;0;0;in;1720440854949560321;1747824928592663010;CallanderT48433;https://twitter.com/CallanderT48433/status/1747824928592663010",,,,,,,,
"Thu Jan 18 03:35:10 +0000 2024;1747824928508854300;""Lebih asik pilih Ganjar Pranowo daripada Prabowo dan Anies Baswedan. Dedikasinya buat perempuan dan perlindungan hak mereka bener-bener keren. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNKBarengGanjar https://t.co/sv41YK4jnR"";0;0;0;0;in;1720440698904727553;1747824928508854300;FionPickfo96868;https://twitter.com/FionPickfo96868/status/1747824928508854300",,,,,,,,,
"Thu Jan 18 03:34:39 +0000 2024;1747824798561079784;""TOP OF MIND PILIHAN PRESIDEN Prabowo paling banyak disebut", 41.4%. Kemudian Anies 23.2%, dan Ganjar 20.6%. Nama lain disebut kurang dari 2%," dan sekitar 13.4% belum bisa menyebutkan nama capres yang akan dipilih. https://t.co/3KcTjjuyZP"";0;1;7;17;in;1379088229;1747822036125429914;indikatorcoid;https://twitter.com/indikatorcoid/status/1747824798561079784",,,,,,
